Results for Redis on port 6379:
1         Threads
1024      Connections per thread
600       Seconds


ALL STATS
============================================================================================================================
Type         Ops/sec     Hits/sec   Misses/sec    Avg. Latency     p50 Latency     p99 Latency   p99.9 Latency       KB/sec 
----------------------------------------------------------------------------------------------------------------------------
Sets         6511.70          ---          ---        14.32877        11.39100        64.25500       136.19100       501.65 
Gets        65108.51      6046.91     59061.59        14.29084        11.39100        63.99900       131.07100      2736.92 
Waits           0.00          ---          ---             ---             ---             ---             ---          --- 
Totals      71620.20      6046.91     59061.59        14.29429        11.39100        63.99900       132.09500      3238.57 


Request Latency Distribution
Type     <= msec         Percent
SET     150.527       99.937
SET     151.551       99.941
SET     153.599       99.946
SET     154.623       99.951
SET     155.647       99.954
SET     156.671       99.956
SET     157.695       99.958
SET     157.695       99.961
SET     158.719       99.963
SET     159.743       99.966
SET     159.743       99.968
SET     160.767       99.971
SET     161.791       99.973
SET     162.815       99.976
SET     162.815       99.977
SET     163.839       99.978
SET     164.863       99.979
SET     165.887       99.980
SET     166.911       99.982
SET     169.983       99.983
SET     173.055       99.984
SET     244.735       99.985
SET     245.759       99.987
SET     246.783       99.988
SET     246.783       99.988
SET     247.807       99.989
SET     247.807       99.990
SET     247.807       99.990
SET     248.831       99.991
SET     248.831       99.991
SET     248.831       99.992
SET     249.855       99.993
SET     249.855       99.993
SET     250.879       99.994
SET     250.879       99.994
SET     250.879       99.995
SET     250.879       99.995
SET     250.879       99.995
SET     251.903       99.995
SET     251.903       99.996
SET     251.903       99.996
SET     251.903       99.996
SET     251.903       99.997
SET     252.927       99.997
SET     252.927       99.997
SET     252.927       99.997
SET     252.927       99.997
SET     252.927       99.998
SET     252.927       99.998
SET     252.927       99.998
SET     252.927       99.998
SET     252.927       99.998
SET     253.951       99.998
SET     253.951       99.998
SET     253.951       99.999
SET     253.951       99.999
SET     253.951       99.999
SET     253.951       99.999
SET     253.951       99.999
SET     253.951       99.999
SET     253.951       99.999
SET     253.951       99.999
SET     254.975       99.999
SET     254.975       99.999
SET     254.975       99.999
SET     254.975       99.999
SET     254.975       99.999
SET     254.975       99.999
SET     254.975       99.999
SET     254.975       99.999
SET     254.975      100.000
SET     254.975      100.000
SET     254.975      100.000
SET     254.975      100.000
SET     254.975      100.000
SET     254.975      100.000
SET     254.975      100.000
SET     254.975      100.000
SET     254.975      100.000
SET     254.975      100.000
SET     254.975      100.000
SET     254.975      100.000
SET     254.975      100.000
SET     254.975      100.000
SET     254.975      100.000
SET     254.975      100.000
SET     254.975      100.000
SET     254.975      100.000
SET     254.975      100.000
SET     254.975      100.000
SET     323.583      100.000
SET     323.583      100.000
SET     323.583      100.000
SET     323.583      100.000
SET     323.583      100.000
SET     323.583      100.000
SET     323.583      100.000
SET     329.727      100.000
SET     329.727      100.000
---
GET       0.447        0.000
GET       9.983        5.000
GET      10.303       10.000
GET      10.431       15.000
GET      10.559       20.000
GET      10.687       25.000
GET      10.815       30.000
GET      10.943       35.000
GET      11.007       40.000
GET      11.199       45.000
GET      11.391       50.000
GET      11.519       52.500
GET      11.647       55.000
GET      11.839       57.500
GET      12.031       60.000
GET      12.287       62.500
GET      12.607       65.000
GET      12.991       67.500
GET      13.567       70.000
GET      14.271       72.500
GET      15.039       75.000
GET      15.423       76.250
GET      15.807       77.500
GET      16.191       78.750
GET      16.639       80.000
GET      16.767       81.250
GET      17.023       82.500
GET      17.151       83.750
GET      17.279       85.000
GET      17.407       86.250
GET      17.535       87.500
GET      17.663       88.125
GET      17.663       88.750
GET      17.791       89.375
GET      17.791       90.000
GET      17.919       90.625
GET      18.047       91.250
GET      18.175       91.875
GET      18.175       92.500
GET      18.431       93.125
GET      18.559       93.750
GET      18.687       94.062
GET      18.815       94.375
GET      19.071       94.688
GET      19.455       95.000
GET      20.223       95.312
GET      21.759       95.625
GET      25.983       95.938
GET      31.487       96.250
GET      36.095       96.562
GET      39.935       96.875
GET      41.727       97.031
GET      43.263       97.188
GET      45.055       97.344
GET      46.847       97.500
GET      48.639       97.656
GET      50.431       97.812
GET      52.223       97.969
GET      53.759       98.125
GET      55.551       98.281
GET      57.343       98.438
GET      58.111       98.516
GET      58.879       98.594
GET      59.647       98.672
GET      60.415       98.750
GET      61.439       98.828
GET      62.463       98.906
GET      63.743       98.984
GET      65.023       99.062
GET      66.047       99.141
GET      67.583       99.219
GET      68.095       99.258
GET      69.119       99.297
GET      69.631       99.336
GET      70.143       99.375
GET      71.167       99.414
GET      72.191       99.453
GET      73.215       99.492
GET      74.751       99.531
GET      76.799       99.570
GET      78.847       99.609
GET      80.383       99.629
GET      82.431       99.648
GET      83.967       99.668
GET      86.527       99.688
GET      89.087       99.707
GET      92.159       99.727
GET      94.719       99.746
GET      98.303       99.766
GET     102.399       99.785
GET     106.495       99.805
GET     108.543       99.814
GET     110.591       99.824
GET     113.151       99.834
GET     115.199       99.844
GET     117.759       99.854
GET     119.807       99.863
GET     122.879       99.873
GET     125.439       99.883
GET     128.511       99.893
GET     132.095       99.902
GET     133.119       99.907
GET     135.167       99.912
GET     137.215       99.917
GET     138.239       99.922
GET     140.287       99.927
GET     142.335       99.932
GET     144.383       99.937
GET     146.431       99.941
GET     148.479       99.946
GET     150.527       99.951
GET     151.551       99.954
GET     152.575       99.956
GET     153.599       99.958
GET     154.623       99.961
GET     154.623       99.963
GET     155.647       99.966
GET     156.671       99.968
GET     156.671       99.971
GET     157.695       99.973
GET     158.719       99.976
GET     158.719       99.977
GET     158.719       99.978
GET     158.719       99.979
GET     159.743       99.980
GET     159.743       99.982
GET     160.767       99.983
GET     160.767       99.984
GET     161.791       99.985
GET     161.791       99.987
GET     161.791       99.988
GET     162.815       99.988
GET     162.815       99.989
GET     162.815       99.990
GET     162.815       99.990
GET     163.839       99.991
GET     163.839       99.991
GET     163.839       99.992
GET     164.863       99.993
GET     164.863       99.993
GET     165.887       99.994
GET     165.887       99.994
GET     165.887       99.995
GET     165.887       99.995
GET     166.911       99.995
GET     166.911       99.995
GET     167.935       99.996
GET     168.959       99.996
GET     169.983       99.996
GET     169.983       99.997
GET     169.983       99.997
GET     169.983       99.997
GET     171.007       99.997
GET     171.007       99.997
GET     171.007       99.998
GET     171.007       99.998
GET     172.031       99.998
GET     172.031       99.998
GET     173.055       99.998
GET     174.079       99.998
GET     174.079       99.998
GET     174.079       99.999
GET     174.079       99.999
GET     175.103       99.999
GET     175.103       99.999
GET     175.103       99.999
GET     176.127       99.999
GET     177.151       99.999
GET     190.463       99.999
GET     204.799       99.999
GET     321.535       99.999
GET     323.583       99.999
GET     325.631       99.999
GET     327.679       99.999
GET     329.727       99.999
GET     331.775       99.999
GET     331.775       99.999
GET     333.823      100.000
GET     335.871      100.000
GET     337.919      100.000
GET     339.967      100.000
GET     339.967      100.000
GET     339.967      100.000
GET     342.015      100.000
GET     342.015      100.000
GET     344.063      100.000
GET     344.063      100.000
GET     344.063      100.000
GET     346.111      100.000
GET     346.111      100.000
GET     348.159      100.000
GET     348.159      100.000
GET     350.207      100.000
GET     350.207      100.000
GET     352.255      100.000
GET     352.255      100.000
GET     352.255      100.000
GET     354.303      100.000
GET     354.303      100.000
GET     354.303      100.000
GET     356.351      100.000
GET     356.351      100.000
GET     356.351      100.000
GET     356.351      100.000
GET     356.351      100.000
GET     358.399      100.000
GET     358.399      100.000
GET     358.399      100.000
GET     358.399      100.000
GET     358.399      100.000
GET     358.399      100.000
GET     358.399      100.000
GET     360.447      100.000
GET     360.447      100.000
GET     360.447      100.000
GET     360.447      100.000
GET     360.447      100.000
GET     360.447      100.000
GET     360.447      100.000
GET     360.447      100.000
GET     360.447      100.000
GET     360.447      100.000
GET     360.447      100.000
GET     360.447      100.000
GET     360.447      100.000
GET     360.447      100.000
GET     360.447      100.000
GET     360.447      100.000
GET     360.447      100.000
GET     360.447      100.000
GET     360.447      100.000
GET     360.447      100.000
GET     360.447      100.000
GET     360.447      100.000
GET     360.447      100.000
GET     360.447      100.000
GET     360.447      100.000
GET     360.447      100.000
GET     362.495      100.000
GET     362.495      100.000
---
WAIT      0.000      100.000


Results for Redis on port 6380:
1         Threads
1024      Connections per thread
600       Seconds


ALL STATS
============================================================================================================================
Type         Ops/sec     Hits/sec   Misses/sec    Avg. Latency     p50 Latency     p99 Latency   p99.9 Latency       KB/sec 
----------------------------------------------------------------------------------------------------------------------------
Sets         6610.86          ---          ---        14.10413        11.26300        67.58300       135.16700       509.29 
Gets        66100.39      5250.21     60850.18        14.07739        11.26300        67.07100       129.02300      2749.11 
Waits           0.00          ---          ---             ---             ---             ---             ---          --- 
Totals      72711.25      5250.21     60850.18        14.07982        11.26300        67.07100       129.53500      3258.39 


Request Latency Distribution
Type     <= msec         Percent
------------------------------------------------------------------------
SET       1.743        0.000
SET       9.983        5.000
SET      10.239       10.000
SET      10.431       15.000
SET      10.559       20.000
SET      10.623       25.000
SET      10.751       30.000
SET      10.879       35.000
SET      10.943       40.000
SET      11.071       45.000
SET      11.263       50.000
SET      11.391       52.500
SET      11.519       55.000
SET      11.647       57.500
SET      11.839       60.000
SET      12.031       62.500
SET      12.287       65.000
SET      12.607       67.500
SET      13.055       70.000
SET      13.631       72.500
SET      14.399       75.000
SET      14.783       76.250
SET      15.167       77.500
SET      15.551       78.750
SET      15.935       80.000
SET      16.319       81.250
SET      16.639       82.500
SET      16.767       83.750
SET      17.023       85.000
SET      17.151       86.250
SET      17.279       87.500
SET      17.407       88.125
SET      17.407       88.750
SET      17.535       89.375
SET      17.535       90.000
SET      17.663       90.625
SET      17.791       91.250
SET      17.791       91.875
SET      17.919       92.500
SET      18.047       93.125
SET      18.303       93.750
SET      18.303       94.062
SET      18.431       94.375
SET      18.687       94.688
SET      18.815       95.000
SET      19.199       95.312
SET      19.711       95.625
SET      20.863       95.938
SET      24.191       96.250
SET      29.951       96.562
SET      36.351       96.875
SET      39.423       97.031
SET      42.495       97.188
SET      45.823       97.344
SET      48.895       97.500
SET      51.455       97.656
SET      54.015       97.812
SET      56.063       97.969
SET      57.855       98.125
SET      59.647       98.281
SET      61.183       98.438
SET      61.951       98.516
SET      62.719       98.594
SET      63.743       98.672
SET      64.511       98.750
SET      65.279       98.828
SET      66.559       98.906
SET      67.583       98.984
SET      68.095       99.062
SET      69.119       99.141
SET      70.143       99.219
SET      70.655       99.258
SET      71.167       99.297
SET      71.679       99.336
SET      72.703       99.375
SET      73.215       99.414
SET      74.239       99.453
SET      75.263       99.492
SET      76.799       99.531
SET      78.335       99.570
SET      80.383       99.609
SET      81.919       99.629
SET      82.943       99.648
SET      84.991       99.668
SET      87.039       99.688
SET      89.087       99.707
SET      91.647       99.727
SET      94.719       99.746
SET      97.791       99.766
SET     101.375       99.785
SET     105.983       99.805
SET     108.543       99.814
SET     110.591       99.824
SET     113.663       99.834
SET     116.223       99.844
SET     119.295       99.854
SET     122.879       99.863
SET     125.439       99.873
SET     127.999       99.883
SET     132.095       99.893
SET     136.191       99.902
SET     138.239       99.907
SET     140.287       99.912
SET     142.335       99.917
SET     144.383       99.922
SET     147.455       99.927
SET     149.503       99.932
SET     152.575       99.937
SET     154.623       99.941
SET     156.671       99.946
SET     158.719       99.951
SET     159.743       99.954
SET     159.743       99.956
SET     160.767       99.958
SET     161.791       99.961
SET     161.791       99.963
SET     162.815       99.966
SET     163.839       99.968
SET     163.839       99.971
SET     164.863       99.973
SET     165.887       99.976
SET     165.887       99.977
SET     165.887       99.978
SET     166.911       99.979
SET     166.911       99.980
SET     166.911       99.982
SET     167.935       99.983
SET     167.935       99.984
SET     167.935       99.985
SET     168.959       99.987
SET     168.959       99.988
SET     168.959       99.988
SET     168.959       99.989
SET     168.959       99.990
SET     168.959       99.990
SET     168.959       99.991
SET     169.983       99.991
SET     169.983       99.992
SET     169.983       99.993
SET     171.007       99.993
SET     171.007       99.994
SET     171.007       99.994
SET     171.007       99.995
SET     171.007       99.995
SET     171.007       99.995
SET     172.031       99.995
SET     172.031       99.996
SET     172.031       99.996
SET     172.031       99.996
SET     172.031       99.997
SET     173.055       99.997
SET     173.055       99.997
SET     173.055       99.997
SET     173.055       99.997
SET     173.055       99.998
SET     174.079       99.998
SET     174.079       99.998
SET     174.079       99.998
SET     174.079       99.998
SET     175.103       99.998
SET     175.103       99.998
SET     175.103       99.999
SET     175.103       99.999
SET     175.103       99.999
SET     175.103       99.999
SET     175.103       99.999
SET     176.127       99.999
SET     176.127       99.999
SET     176.127       99.999
SET     176.127       99.999
SET     176.127       99.999
SET     176.127       99.999
SET     176.127       99.999
SET     176.127       99.999
SET     176.127       99.999
SET     177.151       99.999
SET     177.151       99.999
SET     177.151      100.000
SET     177.151      100.000
SET     177.151      100.000
SET     178.175      100.000
SET     178.175      100.000
SET     178.175      100.000
SET     178.175      100.000
SET     178.175      100.000
SET     178.175      100.000
SET     178.175      100.000
SET     179.199      100.000
SET     179.199      100.000
SET     192.511      100.000
SET     193.535      100.000
SET     193.535      100.000
SET     212.991      100.000
SET     212.991      100.000
SET     212.991      100.000
SET     212.991      100.000
SET     212.991      100.000
SET     216.063      100.000
SET     216.063      100.000
SET     216.063      100.000
SET     219.135      100.000
SET     219.135      100.000
SET     219.135      100.000
SET     219.135      100.000
SET     219.135      100.000
SET     219.135      100.000
SET     219.135      100.000
SET     219.135      100.000
SET     219.135      100.000
SET     219.135      100.000
SET     224.255      100.000
SET     224.255      100.000
SET     224.255      100.000
SET     224.255      100.000
SET     224.255      100.000
SET     224.255      100.000
SET     224.255      100.000
SET     224.255      100.000
SET     224.255      100.000
SET     224.255      100.000
SET     226.303      100.000
SET     226.303      100.000
---
GET       1.567        0.000
GET       9.983        5.000
GET      10.239       10.000
GET      10.431       15.000
GET      10.559       20.000
GET      10.623       25.000
GET      10.751       30.000
GET      10.879       35.000
GET      10.943       40.000
GET      11.071       45.000
GET      11.263       50.000
GET      11.391       52.500
GET      11.519       55.000
GET      11.647       57.500
GET      11.839       60.000
GET      12.031       62.500
GET      12.287       65.000
GET      12.607       67.500
GET      13.055       70.000
GET      13.631       72.500
GET      14.335       75.000
GET      14.783       76.250
GET      15.167       77.500
GET      15.551       78.750
GET      15.935       80.000
GET      16.319       81.250
GET      16.639       82.500
GET      16.767       83.750
GET      17.023       85.000
GET      17.151       86.250
GET      17.279       87.500
GET      17.407       88.125
GET      17.407       88.750
GET      17.535       89.375
GET      17.535       90.000
GET      17.663       90.625
GET      17.791       91.250
GET      17.791       91.875
GET      17.919       92.500
GET      18.047       93.125
GET      18.303       93.750
GET      18.303       94.062
GET      18.431       94.375
GET      18.687       94.688
GET      18.815       95.000
GET      19.199       95.312
GET      19.711       95.625
GET      20.863       95.938
GET      23.935       96.250
GET      29.567       96.562
GET      35.839       96.875
GET      38.911       97.031
GET      41.983       97.188
GET      45.311       97.344
GET      48.383       97.500
GET      51.199       97.656
GET      53.759       97.812
GET      55.807       97.969
GET      57.855       98.125
GET      59.391       98.281
GET      60.927       98.438
GET      61.695       98.516
GET      62.463       98.594
GET      63.487       98.672
GET      64.255       98.750
GET      65.279       98.828
GET      66.047       98.906
GET      67.071       98.984
GET      68.095       99.062
GET      69.119       99.141
GET      69.631       99.219
GET      70.143       99.258
GET      70.655       99.297
GET      71.167       99.336
GET      72.191       99.375
GET      72.703       99.414
GET      73.727       99.453
GET      74.751       99.492
GET      76.287       99.531
GET      77.823       99.570
GET      79.359       99.609
GET      80.895       99.629
GET      81.919       99.648
GET      83.455       99.668
GET      84.991       99.688
GET      87.039       99.707
GET      89.599       99.727
GET      92.159       99.746
GET      95.231       99.766
GET      98.303       99.785
GET     102.399       99.805
GET     104.447       99.814
GET     107.007       99.824
GET     109.567       99.834
GET     112.127       99.844
GET     115.199       99.854
GET     117.759       99.863
GET     121.343       99.873
GET     123.903       99.883
GET     126.463       99.893
GET     130.047       99.902
GET     132.095       99.907
GET     134.143       99.912
GET     137.215       99.917
GET     139.263       99.922
GET     141.311       99.927
GET     143.359       99.932
GET     145.407       99.937
GET     147.455       99.941
GET     150.527       99.946
GET     152.575       99.951
GET     153.599       99.954
GET     154.623       99.956
GET     155.647       99.958
GET     157.695       99.961
GET     158.719       99.963
GET     159.743       99.966
GET     159.743       99.968
GET     160.767       99.971
GET     161.791       99.973
GET     162.815       99.976
GET     162.815       99.977
GET     163.839       99.978
GET     163.839       99.979
GET     164.863       99.980
GET     164.863       99.982
GET     165.887       99.983
GET     165.887       99.984
GET     166.911       99.985
GET     166.911       99.987
GET     167.935       99.988
GET     167.935       99.988
GET     167.935       99.989
GET     168.959       99.990
GET     168.959       99.990
GET     168.959       99.991
GET     168.959       99.991
GET     169.983       99.992
GET     169.983       99.993
GET     169.983       99.993
GET     171.007       99.994
GET     171.007       99.994
GET     171.007       99.995
GET     171.007       99.995
GET     171.007       99.995
GET     171.007       99.995
GET     172.031       99.996
GET     172.031       99.996
GET     172.031       99.996
GET     172.031       99.997
GET     172.031       99.997
GET     173.055       99.997
GET     173.055       99.997
GET     173.055       99.997
GET     173.055       99.998
GET     174.079       99.998
GET     174.079       99.998
GET     174.079       99.998
GET     175.103       99.998
GET     175.103       99.998
GET     175.103       99.998
GET     175.103       99.999
GET     175.103       99.999
GET     176.127       99.999
GET     176.127       99.999
GET     176.127       99.999
GET     176.127       99.999
GET     176.127       99.999
GET     176.127       99.999
GET     176.127       99.999
GET     176.127       99.999
GET     176.127       99.999
GET     177.151       99.999
GET     177.151       99.999
GET     177.151       99.999
GET     177.151       99.999
GET     177.151       99.999
GET     177.151      100.000
GET     178.175      100.000
GET     178.175      100.000
GET     178.175      100.000
GET     178.175      100.000
GET     179.199      100.000
GET     190.463      100.000
GET     191.487      100.000
GET     193.535      100.000
GET     194.559      100.000
GET     196.607      100.000
GET     209.919      100.000
GET     210.943      100.000
GET     212.991      100.000
GET     214.015      100.000
GET     215.039      100.000
GET     215.039      100.000
GET     216.063      100.000
GET     217.087      100.000
GET     218.111      100.000
GET     219.135      100.000
GET     220.159      100.000
GET     221.183      100.000
GET     221.183      100.000
GET     222.207      100.000
GET     222.207      100.000
GET     222.207      100.000
GET     223.231      100.000
GET     223.231      100.000
GET     224.255      100.000
GET     224.255      100.000
GET     225.279      100.000
GET     225.279      100.000
GET     225.279      100.000
GET     226.303      100.000
GET     226.303      100.000
GET     226.303      100.000
GET     226.303      100.000
GET     226.303      100.000
GET     227.327      100.000
GET     227.327      100.000
GET     227.327      100.000
GET     227.327      100.000
GET     227.327      100.000
GET     228.351      100.000
GET     228.351      100.000
GET     228.351      100.000
GET     228.351      100.000
GET     228.351      100.000
GET     228.351      100.000
GET     228.351      100.000
GET     228.351      100.000
GET     228.351      100.000
GET     228.351      100.000
GET     228.351      100.000
GET     228.351      100.000
GET     228.351      100.000
GET     229.375      100.000
GET     229.375      100.000
---
WAIT      0.000      100.000


Results for Redis on port 6381:
1         Threads
1024      Connections per thread
600       Seconds


ALL STATS
============================================================================================================================
Type         Ops/sec     Hits/sec   Misses/sec    Avg. Latency     p50 Latency     p99 Latency   p99.9 Latency       KB/sec 
----------------------------------------------------------------------------------------------------------------------------
Sets         6564.95          ---          ---        14.20908        11.32700        68.09500       140.28700       505.75 
Gets        65640.76      5217.22     60423.54        14.17532        11.32700        68.09500       135.16700      2730.11 
Waits           0.00          ---          ---             ---             ---             ---             ---          --- 
Totals      72205.71      5217.22     60423.54        14.17839        11.32700        68.09500       135.16700      3235.86 


Request Latency Distribution
Type     <= msec         Percent
------------------------------------------------------------------------
SET       1.935        0.000
SET       9.983        5.000
SET      10.303       10.000
SET      10.495       15.000
SET      10.559       20.000
SET      10.687       25.000
SET      10.815       30.000
SET      10.879       35.000
SET      11.007       40.000
SET      11.135       45.000
SET      11.327       50.000
SET      11.391       52.500
SET      11.519       55.000
SET      11.711       57.500
SET      11.839       60.000
SET      12.095       62.500
SET      12.351       65.000
SET      12.671       67.500
SET      13.183       70.000
SET      13.759       72.500
SET      14.527       75.000
SET      14.911       76.250
SET      15.295       77.500
SET      15.743       78.750
SET      16.127       80.000
SET      16.511       81.250
SET      16.767       82.500
SET      16.895       83.750
SET      17.023       85.000
SET      17.151       86.250
SET      17.407       87.500
SET      17.407       88.125
SET      17.535       88.750
SET      17.663       89.375
SET      17.663       90.000
SET      17.791       90.625
SET      17.919       91.250
SET      18.047       91.875
SET      18.047       92.500
SET      18.175       93.125
SET      18.303       93.750
SET      18.431       94.062
SET      18.559       94.375
SET      18.687       94.688
SET      18.815       95.000
SET      19.199       95.312
SET      19.711       95.625
SET      20.991       95.938
SET      24.319       96.250
SET      30.079       96.562
SET      36.607       96.875
SET      39.679       97.031
SET      42.751       97.188
SET      46.079       97.344
SET      49.151       97.500
SET      52.223       97.656
SET      54.783       97.812
SET      57.087       97.969
SET      58.879       98.125
SET      60.415       98.281
SET      61.695       98.438
SET      62.719       98.516
SET      63.487       98.594
SET      64.255       98.672
SET      65.023       98.750
SET      66.047       98.828
SET      67.071       98.906
SET      68.095       98.984
SET      68.607       99.062
SET      69.631       99.141
SET      70.655       99.219
SET      71.167       99.258
SET      71.679       99.297
SET      72.703       99.336
SET      73.727       99.375
SET      74.239       99.414
SET      75.775       99.453
SET      76.799       99.492
SET      78.847       99.531
SET      80.383       99.570
SET      83.455       99.609
SET      84.991       99.629
SET      86.527       99.648
SET      88.575       99.668
SET      91.135       99.688
SET      93.695       99.707
SET      96.767       99.727
SET     100.351       99.746
SET     104.447       99.766
SET     108.543       99.785
SET     113.151       99.805
SET     115.711       99.814
SET     117.759       99.824
SET     120.319       99.834
SET     122.879       99.844
SET     125.951       99.854
SET     129.023       99.863
SET     132.095       99.873
SET     135.167       99.883
SET     138.239       99.893
SET     141.311       99.902
SET     142.335       99.907
SET     144.383       99.912
SET     145.407       99.917
SET     147.455       99.922
SET     149.503       99.927
SET     152.575       99.932
SET     154.623       99.937
SET     156.671       99.941
SET     158.719       99.946
SET     159.743       99.951
SET     160.767       99.954
SET     160.767       99.956
SET     161.791       99.958
SET     162.815       99.961
SET     162.815       99.963
SET     163.839       99.966
SET     164.863       99.968
SET     165.887       99.971
SET     166.911       99.973
SET     166.911       99.976
SET     167.935       99.977
SET     168.959       99.978
SET     168.959       99.979
SET     169.983       99.980
SET     171.007       99.982
SET     173.055       99.983
SET     175.103       99.984
SET     199.679       99.985
SET     200.703       99.987
SET     201.727       99.988
SET     201.727       99.988
SET     202.751       99.989
SET     202.751       99.990
SET     202.751       99.990
SET     203.775       99.991
SET     203.775       99.991
SET     204.799       99.992
SET     204.799       99.993
SET     204.799       99.993
SET     205.823       99.994
SET     205.823       99.994
SET     205.823       99.995
SET     206.847       99.995
SET     206.847       99.995
SET     206.847       99.995
SET     206.847       99.996
SET     206.847       99.996
SET     206.847       99.996
SET     207.871       99.997
SET     207.871       99.997
SET     207.871       99.997
SET     207.871       99.997
SET     207.871       99.997
SET     207.871       99.998
SET     207.871       99.998
SET     207.871       99.998
SET     207.871       99.998
SET     207.871       99.998
SET     208.895       99.998
SET     208.895       99.998
SET     208.895       99.999
SET     208.895       99.999
SET     208.895       99.999
SET     208.895       99.999
SET     208.895       99.999
SET     208.895       99.999
SET     208.895       99.999
SET     208.895       99.999
SET     208.895       99.999
SET     208.895       99.999
SET     208.895       99.999
SET     208.895       99.999
SET     208.895       99.999
SET     208.895       99.999
SET     208.895       99.999
SET     208.895       99.999
SET     208.895      100.000
SET     208.895      100.000
SET     208.895      100.000
SET     208.895      100.000
SET     208.895      100.000
SET     208.895      100.000
SET     208.895      100.000
SET     208.895      100.000
SET     208.895      100.000
SET     208.895      100.000
SET     208.895      100.000
SET     208.895      100.000
SET     208.895      100.000
SET     208.895      100.000
SET     208.895      100.000
SET     209.919      100.000
SET     209.919      100.000
SET     209.919      100.000
SET     210.943      100.000
SET     210.943      100.000
SET     211.967      100.000
SET     211.967      100.000
SET     211.967      100.000
SET     212.991      100.000
SET     212.991      100.000
SET     212.991      100.000
SET     212.991      100.000
SET     212.991      100.000
SET     214.015      100.000
SET     214.015      100.000
SET     214.015      100.000
SET     214.015      100.000
SET     214.015      100.000
SET     215.039      100.000
SET     215.039      100.000
SET     215.039      100.000
SET     215.039      100.000
SET     215.039      100.000
SET     215.039      100.000
SET     215.039      100.000
SET     215.039      100.000
SET     215.039      100.000
SET     215.039      100.000
SET     217.087      100.000
SET     217.087      100.000
---
GET       1.927        0.000
GET       9.983        5.000
GET      10.303       10.000
GET      10.495       15.000
GET      10.559       20.000
GET      10.687       25.000
GET      10.815       30.000
GET      10.879       35.000
GET      11.007       40.000
GET      11.135       45.000
GET      11.327       50.000
GET      11.391       52.500
GET      11.519       55.000
GET      11.711       57.500
GET      11.839       60.000
GET      12.095       62.500
GET      12.351       65.000
GET      12.671       67.500
GET      13.183       70.000
GET      13.759       72.500
GET      14.527       75.000
GET      14.911       76.250
GET      15.295       77.500
