Results for Memcached on port 11211:
4         Threads
2         Connections per thread
60        Seconds


ALL STATS
============================================================================================================================
Type         Ops/sec     Hits/sec   Misses/sec    Avg. Latency     p50 Latency     p99 Latency   p99.9 Latency       KB/sec 
----------------------------------------------------------------------------------------------------------------------------
Sets        10229.46          ---          ---         0.07207         0.06300         0.27900         0.91900       698.16 
Gets       102293.85       914.78    101379.07         0.06923         0.06300         0.26300         0.84700      2641.49 
Waits           0.00          ---          ---             ---             ---             ---             ---          --- 
Totals     112523.31       914.78    101379.07         0.06949         0.06300         0.26300         0.84700      3339.65 


Request Latency Distribution
Type     <= msec         Percent
SET      10.111      100.000
SET      10.111      100.000
SET      10.111      100.000
SET      10.111      100.000
SET      12.479      100.000
SET      12.479      100.000
SET      12.479      100.000
SET      12.479      100.000
SET      12.479      100.000
SET      12.479      100.000
SET      12.479      100.000
SET      12.479      100.000
SET      12.479      100.000
SET      12.479      100.000
SET      20.607      100.000
SET      20.607      100.000
---
GET       0.007        0.000
GET       0.023        5.000
GET       0.031       10.000
GET       0.031       15.000
GET       0.039       20.000
GET       0.039       25.000
GET       0.047       30.000
GET       0.047       35.000
GET       0.055       40.000
GET       0.055       45.000
GET       0.063       50.000
GET       0.063       52.500
GET       0.063       55.000
GET       0.063       57.500
GET       0.071       60.000
GET       0.071       62.500
GET       0.071       65.000
GET       0.079       67.500
GET       0.079       70.000
GET       0.079       72.500
GET       0.087       75.000
GET       0.087       76.250
GET       0.087       77.500
GET       0.095       78.750
GET       0.095       80.000
GET       0.095       81.250
GET       0.095       82.500
GET       0.103       83.750
GET       0.103       85.000
GET       0.111       86.250
GET       0.111       87.500
GET       0.111       88.125
GET       0.111       88.750
GET       0.119       89.375
GET       0.119       90.000
GET       0.119       90.625
GET       0.127       91.250
GET       0.127       91.875
GET       0.127       92.500
GET       0.135       93.125
GET       0.135       93.750
GET       0.143       94.062
GET       0.143       94.375
GET       0.143       94.688
GET       0.143       95.000
GET       0.151       95.312
GET       0.151       95.625
GET       0.159       95.938
GET       0.159       96.250
GET       0.167       96.562
GET       0.167       96.875
GET       0.175       97.031
GET       0.175       97.188
GET       0.175       97.344
GET       0.183       97.500
GET       0.183       97.656
GET       0.191       97.812
GET       0.191       97.969
GET       0.199       98.125
GET       0.207       98.281
GET       0.215       98.438
GET       0.223       98.516
GET       0.223       98.594
GET       0.231       98.672
GET       0.239       98.750
GET       0.247       98.828
GET       0.255       98.906
GET       0.263       98.984
GET       0.271       99.062
GET       0.287       99.141
GET       0.303       99.219
GET       0.311       99.258
GET       0.319       99.297
GET       0.335       99.336
GET       0.343       99.375
GET       0.359       99.414
GET       0.375       99.453
GET       0.383       99.492
GET       0.407       99.531
GET       0.423       99.570
GET       0.447       99.609
GET       0.455       99.629
GET       0.471       99.648
GET       0.487       99.668
GET       0.495       99.688
GET       0.519       99.707
GET       0.535       99.727
GET       0.551       99.746
GET       0.575       99.766
GET       0.599       99.785
GET       0.631       99.805
GET       0.639       99.814
GET       0.663       99.824
GET       0.679       99.834
GET       0.695       99.844
GET       0.719       99.854
GET       0.735       99.863
GET       0.759       99.873
GET       0.783       99.883
GET       0.823       99.893
GET       0.855       99.902
GET       0.871       99.907
GET       0.887       99.912
GET       0.911       99.917
GET       0.935       99.922
GET       0.959       99.927
GET       0.983       99.932
GET       1.007       99.937
GET       1.039       99.941
GET       1.071       99.946
GET       1.119       99.951
GET       1.143       99.954
GET       1.159       99.956
GET       1.191       99.958
GET       1.215       99.961
GET       1.255       99.963
GET       1.287       99.966
GET       1.319       99.968
GET       1.359       99.971
GET       1.407       99.973
GET       1.463       99.976
GET       1.487       99.977
GET       1.527       99.978
GET       1.559       99.979
GET       1.591       99.980
GET       1.623       99.982
GET       1.663       99.983
GET       1.711       99.984
GET       1.767       99.985
GET       1.807       99.987
GET       1.871       99.988
GET       1.903       99.988
GET       1.935       99.989
GET       1.967       99.990
GET       2.015       99.990
GET       2.063       99.991
GET       2.111       99.991
GET       2.159       99.992
GET       2.223       99.993
GET       2.319       99.993
GET       2.399       99.994
GET       2.431       99.994
GET       2.463       99.995
GET       2.543       99.995
GET       2.591       99.995
GET       2.655       99.995
GET       2.703       99.996
GET       2.799       99.996
GET       2.895       99.996
GET       3.023       99.997
GET       3.135       99.997
GET       3.167       99.997
GET       3.231       99.997
GET       3.311       99.997
GET       3.375       99.998
GET       3.407       99.998
GET       3.519       99.998
GET       3.615       99.998
GET       3.759       99.998
GET       3.903       99.998
GET       3.999       99.998
GET       4.079       99.999
GET       4.159       99.999
GET       4.191       99.999
GET       4.223       99.999
GET       4.255       99.999
GET       4.479       99.999
GET       4.607       99.999
GET       4.703       99.999
GET       4.799       99.999
GET       4.991       99.999
GET       5.023       99.999
GET       5.535       99.999
GET       5.663       99.999
GET       6.367       99.999
GET       6.431       99.999
GET       6.911       99.999
GET       7.007      100.000
GET       7.199      100.000
GET       7.487      100.000
GET       7.615      100.000
GET       7.647      100.000
GET       7.711      100.000
GET       8.063      100.000
GET       8.095      100.000
GET       8.703      100.000
GET       8.703      100.000
GET       9.663      100.000
GET       9.663      100.000
GET      10.047      100.000
GET      10.111      100.000
GET      10.111      100.000
GET      10.687      100.000
GET      12.287      100.000
GET      12.287      100.000
GET      12.287      100.000
GET      12.287      100.000
GET      12.415      100.000
GET      12.415      100.000
GET      12.671      100.000
GET      12.863      100.000
GET      12.863      100.000
GET      12.863      100.000
GET      14.527      100.000
GET      14.527      100.000
GET      14.527      100.000
GET      14.527      100.000
GET      14.591      100.000
GET      14.591      100.000
GET      14.591      100.000
GET      19.967      100.000
GET      19.967      100.000
GET      19.967      100.000
GET      19.967      100.000
GET      19.967      100.000
GET      19.967      100.000
GET      19.967      100.000
GET      19.967      100.000
GET      19.967      100.000
GET      19.967      100.000
GET      19.967      100.000
GET      19.967      100.000
GET      19.967      100.000
GET      19.967      100.000
GET      19.967      100.000
GET      19.967      100.000
GET      19.967      100.000
GET      20.607      100.000
GET      20.607      100.000
---
WAIT      0.000      100.000


Results for Memcached on port 11212:
4         Threads
2         Connections per thread
60        Seconds


ALL STATS
============================================================================================================================
Type         Ops/sec     Hits/sec   Misses/sec    Avg. Latency     p50 Latency     p99 Latency   p99.9 Latency       KB/sec 
----------------------------------------------------------------------------------------------------------------------------
Sets        10312.96          ---          ---         0.07262         0.06300         0.31900         1.11100       703.86 
Gets       103128.97       466.13    102662.84         0.06877         0.06300         0.27900         0.95100      2635.49 
Waits           0.00          ---          ---             ---             ---             ---             ---          --- 
Totals     113441.94       466.13    102662.84         0.06912         0.06300         0.28700         0.96700      3339.35 


Request Latency Distribution
Type     <= msec         Percent
------------------------------------------------------------------------
SET       0.007        0.000
SET       0.031        5.000
SET       0.031       10.000
SET       0.039       15.000
SET       0.039       20.000
SET       0.047       25.000
SET       0.047       30.000
SET       0.055       35.000
SET       0.055       40.000
SET       0.055       45.000
SET       0.063       50.000
SET       0.063       52.500
SET       0.063       55.000
SET       0.063       57.500
SET       0.071       60.000
SET       0.071       62.500
SET       0.079       65.000
SET       0.079       67.500
SET       0.079       70.000
SET       0.087       72.500
SET       0.087       75.000
SET       0.087       76.250
SET       0.087       77.500
SET       0.095       78.750
SET       0.095       80.000
SET       0.095       81.250
SET       0.095       82.500
SET       0.095       83.750
SET       0.103       85.000
SET       0.103       86.250
SET       0.103       87.500
SET       0.111       88.125
SET       0.111       88.750
SET       0.111       89.375
SET       0.111       90.000
SET       0.119       90.625
SET       0.119       91.250
SET       0.119       91.875
SET       0.127       92.500
SET       0.127       93.125
SET       0.135       93.750
SET       0.135       94.062
SET       0.135       94.375
SET       0.143       94.688
SET       0.143       95.000
SET       0.143       95.312
SET       0.151       95.625
SET       0.151       95.938
SET       0.159       96.250
SET       0.167       96.562
SET       0.167       96.875
SET       0.175       97.031
SET       0.175       97.188
SET       0.183       97.344
SET       0.183       97.500
SET       0.191       97.656
SET       0.199       97.812
SET       0.207       97.969
SET       0.215       98.125
SET       0.223       98.281
SET       0.239       98.438
SET       0.247       98.516
SET       0.255       98.594
SET       0.263       98.672
SET       0.271       98.750
SET       0.287       98.828
SET       0.295       98.906
SET       0.311       98.984
SET       0.327       99.062
SET       0.351       99.141
SET       0.367       99.219
SET       0.383       99.258
SET       0.391       99.297
SET       0.407       99.336
SET       0.423       99.375
SET       0.439       99.414
SET       0.463       99.453
SET       0.479       99.492
SET       0.503       99.531
SET       0.527       99.570
SET       0.551       99.609
SET       0.567       99.629
SET       0.591       99.648
SET       0.607       99.668
SET       0.631       99.688
SET       0.655       99.707
SET       0.679       99.727
SET       0.711       99.746
SET       0.735       99.766
SET       0.775       99.785
SET       0.807       99.805
SET       0.823       99.814
SET       0.847       99.824
SET       0.871       99.834
SET       0.895       99.844
SET       0.927       99.854
SET       0.959       99.863
SET       0.983       99.873
SET       1.031       99.883
SET       1.079       99.893
SET       1.119       99.902
SET       1.143       99.907
SET       1.175       99.912
SET       1.199       99.917
SET       1.239       99.922
SET       1.271       99.927
SET       1.303       99.932
SET       1.343       99.937
SET       1.375       99.941
SET       1.407       99.946
SET       1.471       99.951
SET       1.519       99.954
SET       1.559       99.956
SET       1.591       99.958
SET       1.631       99.961
SET       1.663       99.963
SET       1.719       99.966
SET       1.759       99.968
SET       1.839       99.971
SET       1.919       99.973
SET       1.999       99.976
SET       2.015       99.977
SET       2.079       99.978
SET       2.127       99.979
SET       2.175       99.980
SET       2.223       99.982
SET       2.287       99.983
SET       2.367       99.984
SET       2.415       99.985
SET       2.447       99.987
SET       2.703       99.988
SET       2.767       99.988
SET       2.815       99.989
SET       2.815       99.990
SET       2.991       99.990
SET       3.055       99.991
SET       3.199       99.991
SET       3.279       99.992
SET       3.711       99.993
SET       3.887       99.993
SET       4.287       99.994
SET       4.511       99.994
SET       4.671       99.995
SET       4.671       99.995
SET       5.343       99.995
SET       5.663       99.995
SET       5.727       99.996
SET       6.175       99.996
SET       6.655       99.996
SET       7.519       99.997
SET       8.383       99.997
SET       8.383       99.997
SET       8.511       99.997
SET       8.511       99.997
SET       8.959       99.998
SET       8.959       99.998
SET      13.055       99.998
SET      13.567       99.998
SET      20.479       99.998
SET      23.679       99.998
SET      24.063       99.998
SET      24.063       99.999
SET      24.063       99.999
SET      24.063       99.999
SET      24.191       99.999
SET      24.191       99.999
SET      24.191       99.999
SET      24.191       99.999
SET      42.239       99.999
SET      42.239       99.999
SET      42.495       99.999
SET      42.495       99.999
SET      42.495       99.999
SET      42.495       99.999
SET      42.495       99.999
SET      42.495       99.999
SET      42.495       99.999
SET      42.495      100.000
SET      42.495      100.000
SET      42.495      100.000
SET      42.495      100.000
SET      42.495      100.000
SET      42.495      100.000
SET      42.495      100.000
SET      42.751      100.000
SET      42.751      100.000
---
GET       0.007        0.000
GET       0.023        5.000
GET       0.031       10.000
GET       0.031       15.000
GET       0.039       20.000
GET       0.039       25.000
GET       0.047       30.000
GET       0.047       35.000
GET       0.055       40.000
GET       0.055       45.000
GET       0.063       50.000
GET       0.063       52.500
GET       0.063       55.000
GET       0.063       57.500
GET       0.071       60.000
GET       0.071       62.500
GET       0.071       65.000
GET       0.079       67.500
GET       0.079       70.000
GET       0.079       72.500
GET       0.087       75.000
GET       0.087       76.250
GET       0.087       77.500
GET       0.087       78.750
GET       0.087       80.000
GET       0.095       81.250
GET       0.095       82.500
GET       0.095       83.750
GET       0.095       85.000
GET       0.103       86.250
GET       0.103       87.500
GET       0.103       88.125
GET       0.103       88.750
GET       0.111       89.375
GET       0.111       90.000
GET       0.111       90.625
GET       0.119       91.250
GET       0.119       91.875
GET       0.119       92.500
GET       0.127       93.125
GET       0.127       93.750
GET       0.127       94.062
GET       0.135       94.375
GET       0.135       94.688
GET       0.135       95.000
GET       0.143       95.312
GET       0.143       95.625
GET       0.151       95.938
GET       0.151       96.250
GET       0.159       96.562
GET       0.159       96.875
GET       0.167       97.031
GET       0.167       97.188
GET       0.175       97.344
GET       0.175       97.500
GET       0.183       97.656
GET       0.191       97.812
GET       0.191       97.969
GET       0.199       98.125
GET       0.207       98.281
GET       0.215       98.438
GET       0.223       98.516
GET       0.231       98.594
GET       0.239       98.672
GET       0.247       98.750
GET       0.255       98.828
GET       0.263       98.906
GET       0.279       98.984
GET       0.295       99.062
GET       0.311       99.141
GET       0.327       99.219
GET       0.335       99.258
GET       0.351       99.297
GET       0.359       99.336
GET       0.375       99.375
GET       0.391       99.414
GET       0.407       99.453
GET       0.423       99.492
GET       0.439       99.531
GET       0.463       99.570
GET       0.487       99.609
GET       0.503       99.629
GET       0.519       99.648
GET       0.535       99.668
GET       0.551       99.688
GET       0.567       99.707
GET       0.591       99.727
GET       0.615       99.746
GET       0.639       99.766
GET       0.671       99.785
GET       0.711       99.805
GET       0.727       99.814
GET       0.743       99.824
GET       0.767       99.834
GET       0.783       99.844
GET       0.807       99.854
GET       0.831       99.863
GET       0.863       99.873
GET       0.887       99.883
GET       0.927       99.893
GET       0.959       99.902
GET       0.983       99.907
GET       0.999       99.912
GET       1.031       99.917
GET       1.055       99.922
GET       1.087       99.927
GET       1.119       99.932
GET       1.151       99.937
GET       1.183       99.941
GET       1.223       99.946
GET       1.263       99.951
GET       1.295       99.954
GET       1.319       99.956
GET       1.359       99.958
GET       1.391       99.961
GET       1.431       99.963
GET       1.471       99.966
GET       1.527       99.968
GET       1.575       99.971
GET       1.615       99.973
GET       1.663       99.976
GET       1.695       99.977
GET       1.727       99.978
GET       1.767       99.979
GET       1.807       99.980
GET       1.855       99.982
GET       1.903       99.983
GET       1.983       99.984
GET       2.031       99.985
GET       2.111       99.987
GET       2.191       99.988
GET       2.239       99.988
GET       2.287       99.989
GET       2.335       99.990
GET       2.415       99.990
GET       2.463       99.991
GET       2.527       99.991
GET       2.591       99.992
GET       2.703       99.993
GET       2.783       99.993
GET       2.911       99.994
GET       2.959       99.994
GET       3.023       99.995
GET       3.103       99.995
GET       3.167       99.995
GET       3.263       99.995
GET       3.407       99.996
GET       3.487       99.996
GET       3.615       99.996
GET       3.775       99.997
GET       3.887       99.997
GET       4.031       99.997
GET       4.127       99.997
GET       4.223       99.997
GET       4.383       99.998
GET       4.575       99.998
GET       4.671       99.998
GET       4.959       99.998
GET       5.119       99.998
GET       5.375       99.998
GET       5.663       99.998
GET       5.791       99.999
GET       6.015       99.999
GET       6.143       99.999
GET       6.271       99.999
GET       6.655       99.999
GET       6.847       99.999
GET       6.975       99.999
GET       7.167       99.999
GET       7.455       99.999
GET       7.519       99.999
GET       7.583       99.999
GET       7.583       99.999
GET       7.679       99.999
GET       7.743       99.999
GET       7.743       99.999
GET       8.127       99.999
GET       8.575      100.000
GET       8.639      100.000
GET      10.495      100.000
GET      10.623      100.000
GET      10.815      100.000
GET      10.879      100.000
GET      11.199      100.000
GET      11.775      100.000
GET      12.351      100.000
GET      13.055      100.000
GET      13.567      100.000
GET      14.719      100.000
GET      14.783      100.000
GET      14.783      100.000
GET      14.783      100.000
GET      18.431      100.000
GET      18.431      100.000
GET      18.431      100.000
GET      19.455      100.000
GET      19.455      100.000
GET      20.351      100.000
GET      20.351      100.000
GET      20.351      100.000
GET      20.479      100.000
GET      20.479      100.000
GET      20.479      100.000
GET      20.479      100.000
GET      23.679      100.000
GET      23.679      100.000
GET      23.679      100.000
GET      23.807      100.000
GET      23.807      100.000
GET      23.807      100.000
GET      23.935      100.000
GET      23.935      100.000
GET      23.935      100.000
GET      23.935      100.000
GET      23.935      100.000
GET      23.935      100.000
GET      23.935      100.000
GET      42.495      100.000
GET      42.495      100.000
---
WAIT      0.000      100.000


Results for Memcached on port 11213:
4         Threads
1         Connections per thread
60        Seconds


ALL STATS
============================================================================================================================
Type         Ops/sec     Hits/sec   Misses/sec    Avg. Latency     p50 Latency     p99 Latency   p99.9 Latency       KB/sec 
----------------------------------------------------------------------------------------------------------------------------
Sets         9373.36          ---          ---         0.03931         0.03100         0.13500         0.47100       639.73 
Gets        93733.36       694.92     93038.44         0.03758         0.03100         0.12700         0.47100      2411.75 
Waits           0.00          ---          ---             ---             ---             ---             ---          --- 
Totals     103106.72       694.92     93038.44         0.03773         0.03100         0.12700         0.47100      3051.49 


Request Latency Distribution
Type     <= msec         Percent
------------------------------------------------------------------------
SET       0.007        0.000
SET       0.023        5.000
SET       0.023       10.000
SET       0.023       15.000
SET       0.023       20.000
SET       0.031       25.000
SET       0.031       30.000
SET       0.031       35.000
SET       0.031       40.000
SET       0.031       45.000
SET       0.031       50.000
SET       0.039       52.500
SET       0.039       55.000
SET       0.039       57.500
SET       0.039       60.000
SET       0.039       62.500
SET       0.039       65.000
SET       0.047       67.500
SET       0.047       70.000
SET       0.047       72.500
SET       0.047       75.000
SET       0.047       76.250
SET       0.055       77.500
SET       0.055       78.750
SET       0.055       80.000
SET       0.055       81.250
SET       0.055       82.500
SET       0.055       83.750
SET       0.055       85.000
SET       0.063       86.250
SET       0.063       87.500
SET       0.063       88.125
SET       0.063       88.750
SET       0.063       89.375
SET       0.063       90.000
SET       0.063       90.625
SET       0.071       91.250
SET       0.071       91.875
SET       0.071       92.500
SET       0.071       93.125
SET       0.071       93.750
SET       0.079       94.062
SET       0.079       94.375
SET       0.079       94.688
SET       0.079       95.000
SET       0.079       95.312
SET       0.079       95.625
SET       0.087       95.938
SET       0.087       96.250
SET       0.087       96.562
SET       0.087       96.875
SET       0.095       97.031
SET       0.095       97.188
SET       0.095       97.344
SET       0.095       97.500
SET       0.095       97.656
SET       0.103       97.812
SET       0.103       97.969
SET       0.103       98.125
SET       0.111       98.281
SET       0.111       98.438
SET       0.111       98.516
SET       0.119       98.594
SET       0.119       98.672
SET       0.119       98.750
SET       0.127       98.828
SET       0.127       98.906
SET       0.135       98.984
SET       0.135       99.062
SET       0.143       99.141
SET       0.151       99.219
SET       0.159       99.258
SET       0.167       99.297
SET       0.167       99.336
SET       0.175       99.375
SET       0.183       99.414
SET       0.191       99.453
SET       0.199       99.492
SET       0.215       99.531
SET       0.223       99.570
SET       0.239       99.609
SET       0.247       99.629
SET       0.247       99.648
SET       0.255       99.668
SET       0.271       99.688
SET       0.279       99.707
SET       0.287       99.727
SET       0.295       99.746
SET       0.311       99.766
SET       0.327       99.785
SET       0.343       99.805
SET       0.351       99.814
SET       0.367       99.824
SET       0.375       99.834
SET       0.383       99.844
SET       0.399       99.854
SET       0.407       99.863
SET       0.423       99.873
SET       0.439       99.883
SET       0.447       99.893
SET       0.479       99.902
SET       0.487       99.907
SET       0.495       99.912
SET       0.511       99.917
SET       0.527       99.922
SET       0.535       99.927
SET       0.559       99.932
SET       0.575       99.937
SET       0.591       99.941
SET       0.615       99.946
SET       0.639       99.951
SET       0.655       99.954
SET       0.671       99.956
SET       0.679       99.958
SET       0.695       99.961
SET       0.711       99.963
SET       0.727       99.966
SET       0.759       99.968
SET       0.783       99.971
SET       0.799       99.973
SET       0.839       99.976
SET       0.863       99.977
SET       0.887       99.978
SET       0.911       99.979
SET       0.927       99.980
SET       0.951       99.982
SET       0.967       99.983
SET       0.991       99.984
SET       1.023       99.985
SET       1.079       99.987
SET       1.135       99.988
SET       1.167       99.988
SET       1.215       99.989
SET       1.239       99.990
SET       1.271       99.990
SET       1.287       99.991
SET       1.311       99.991
SET       1.359       99.992
SET       1.391       99.993
SET       1.407       99.993
SET       1.463       99.994
SET       1.471       99.994
SET       1.487       99.995
SET       1.495       99.995
SET       1.543       99.995
SET       1.567       99.995
SET       1.599       99.996
SET       1.703       99.996
SET       1.751       99.996
SET       1.783       99.997
SET       1.815       99.997
SET       1.831       99.997
SET       1.855       99.997
SET       1.855       99.997
SET       1.911       99.998
SET       1.935       99.998
SET       1.935       99.998
SET       1.935       99.998
SET       1.975       99.998
SET       2.127       99.998
SET       2.255       99.998
SET       2.255       99.999
SET       2.271       99.999
SET       2.271       99.999
SET       2.351       99.999
SET       2.351       99.999
SET       2.351       99.999
SET       2.527       99.999
SET       2.527       99.999
SET       3.055       99.999
SET       3.055       99.999
SET       3.055       99.999
SET       3.695       99.999
SET       3.695       99.999
SET       3.695       99.999
SET       3.695       99.999
SET       3.695       99.999
SET       3.807      100.000
SET       3.807      100.000
SET       3.807      100.000
SET       3.807      100.000
SET       3.807      100.000
SET       4.607      100.000
SET       4.607      100.000
SET       4.607      100.000
SET       4.607      100.000
SET       4.607      100.000
SET       4.607      100.000
SET       4.607      100.000
SET       4.607      100.000
SET       4.607      100.000
SET       4.607      100.000
SET      13.375      100.000
SET      13.375      100.000
---
GET       0.007        0.000
GET       0.023        5.000
GET       0.023       10.000
GET       0.023       15.000
GET       0.023       20.000
GET       0.023       25.000
GET       0.031       30.000
GET       0.031       35.000
GET       0.031       40.000
GET       0.031       45.000
GET       0.031       50.000
GET       0.031       52.500
GET       0.031       55.000
GET       0.039       57.500
GET       0.039       60.000
GET       0.039       62.500
GET       0.039       65.000
GET       0.039       67.500
GET       0.047       70.000
GET       0.047       72.500
GET       0.047       75.000
GET       0.047       76.250
GET       0.047       77.500
GET       0.047       78.750
GET       0.055       80.000
GET       0.055       81.250
GET       0.055       82.500
GET       0.055       83.750
GET       0.055       85.000
GET       0.055       86.250
GET       0.063       87.500
GET       0.063       88.125
GET       0.063       88.750
GET       0.063       89.375
GET       0.063       90.000
GET       0.063       90.625
GET       0.063       91.250
GET       0.063       91.875
GET       0.071       92.500
GET       0.071       93.125
GET       0.071       93.750
GET       0.071       94.062
GET       0.071       94.375
GET       0.071       94.688
GET       0.079       95.000
GET       0.079       95.312
GET       0.079       95.625
GET       0.079       95.938
GET       0.079       96.250
GET       0.087       96.562
GET       0.087       96.875
GET       0.087       97.031
GET       0.087       97.188
GET       0.095       97.344
GET       0.095       97.500
GET       0.095       97.656
GET       0.095       97.812
GET       0.095       97.969
GET       0.103       98.125
GET       0.103       98.281
GET       0.111       98.438
GET       0.111       98.516
GET       0.111       98.594
GET       0.111       98.672
GET       0.119       98.750
GET       0.119       98.828
GET       0.127       98.906
GET       0.127       98.984
GET       0.135       99.062
GET       0.143       99.141
GET       0.151       99.219
GET       0.151       99.258
GET       0.159       99.297
GET       0.167       99.336
GET       0.175       99.375
GET       0.175       99.414
GET       0.183       99.453
GET       0.191       99.492
GET       0.207       99.531
GET       0.215       99.570
GET       0.231       99.609
GET       0.231       99.629
GET       0.239       99.648
GET       0.247       99.668
GET       0.255       99.688
GET       0.271       99.707
GET       0.279       99.727
GET       0.295       99.746
GET       0.303       99.766
GET       0.319       99.785
GET       0.335       99.805
GET       0.343       99.814
GET       0.359       99.824
GET       0.367       99.834
GET       0.383       99.844
GET       0.391       99.854
GET       0.407       99.863
GET       0.423       99.873
GET       0.439       99.883
GET       0.455       99.893
GET       0.471       99.902
GET       0.487       99.907
GET       0.495       99.912
GET       0.511       99.917
GET       0.527       99.922
GET       0.543       99.927
GET       0.559       99.932
GET       0.575       99.937
GET       0.591       99.941
GET       0.615       99.946
GET       0.639       99.951
GET       0.655       99.954
GET       0.663       99.956
GET       0.679       99.958
GET       0.703       99.961
GET       0.711       99.963
GET       0.735       99.966
GET       0.751       99.968
GET       0.783       99.971
GET       0.807       99.973
GET       0.839       99.976
GET       0.863       99.977
GET       0.879       99.978
GET       0.903       99.979
GET       0.919       99.980
GET       0.935       99.982
